id,race,sex,age,juv_fel_count,juv_misd_count,priors_count,charge_id,charge_degree (misd/fel),compas_decile_score,two_year_recid,compas_guess
5395,Black,Male,27,0,0,2,377,1,7,Did recid.,Did recid.
5398,Black,Male,23,0,0,0,128,0,8,No recid.,Did recid.
5399,Caucasian,Male,57,0,0,0,169,1,1,No recid.,No recid.
5400,Black,Male,25,0,1,9,28,1,7,No recid.,Did recid.
5402,Black,Female,23,0,0,2,49,1,10,Did recid.,Did recid.
5403,Black,Male,32,0,0,8,28,1,10,Did recid.,Did recid.
5404,Black,Female,36,0,0,2,426,0,5,No recid.,Did recid.
5405,Black,Male,41,0,0,5,127,0,5,No recid.,Did recid.
5406,Hispanic,Male,31,0,0,2,15,1,3,No recid.,No recid.
5410,Other,Female,39,0,0,0,190,1,1,No recid.,No recid.
5411,Black,Male,21,0,0,1,28,1,6,Did recid.,Did recid.
5412,Caucasian,Male,43,0,0,8,42,1,4,Did recid.,No recid.
5416,Black,Male,31,0,0,2,374,0,4,No recid.,No recid.
5417,Caucasian,Male,37,0,0,0,45,0,1,No recid.,No recid.
5418,Black,Male,27,0,0,0,190,1,2,No recid.,No recid.
5420,Black,Male,22,0,0,2,297,1,4,Did recid.,No recid.
5423,Caucasian,Male,59,0,0,2,317,1,1,No recid.,No recid.
5425,Black,Female,33,0,0,0,306,1,9,Did recid.,Did recid.
5426,Caucasian,Male,39,0,0,21,312,1,10,No recid.,Did recid.
5427,Black,Female,43,0,0,2,306,1,3,No recid.,No recid.
5428,Caucasian,Male,25,0,0,5,336,1,4,Did recid.,No recid.
5429,Black,Male,36,3,0,19,28,0,10,Did recid.,Did recid.
5430,Black,Male,23,0,0,3,65,1,5,Did recid.,Did recid.
5431,Caucasian,Female,43,0,0,3,423,0,2,Did recid.,No recid.
5432,Caucasian,Male,56,0,0,9,45,0,1,Did recid.,No recid.
5433,Black,Female,20,0,0,1,175,1,8,Did recid.,Did recid.
5434,Black,Male,50,0,0,2,341,0,5,Did recid.,Did recid.
5435,Other,Male,24,0,0,2,28,0,8,Did recid.,Did recid.
5436,Caucasian,Female,54,0,0,1,128,0,2,No recid.,No recid.
5438,Black,Male,20,0,0,1,186,1,10,Did recid.,Did recid.
5439,Other,Male,36,0,0,3,423,0,4,Did recid.,No recid.
5440,Black,Female,36,0,0,3,268,1,6,Did recid.,Did recid.
5441,Black,Male,56,0,0,0,401,0,4,No recid.,No recid.
5442,Black,Male,25,0,0,28,31,0,9,Did recid.,Did recid.
5443,Black,Male,25,1,0,2,306,1,9,No recid.,Did recid.
5444,Caucasian,Female,42,0,0,1,152,1,3,Did recid.,No recid.
5445,Black,Male,34,0,2,9,374,0,10,Did recid.,Did recid.
5446,Black,Male,48,0,0,4,190,1,6,No recid.,Did recid.
5447,Black,Male,34,1,0,21,45,0,10,Did recid.,Did recid.
5448,Caucasian,Male,28,0,0,0,390,1,2,No recid.,No recid.
5449,Caucasian,Male,32,0,0,1,64,1,3,No recid.,No recid.
5451,Caucasian,Female,31,0,0,2,186,1,1,No recid.,No recid.
5453,Black,Female,24,0,0,4,306,1,9,Did recid.,Did recid.
5454,Caucasian,Female,25,0,0,0,313,1,4,Did recid.,No recid.
5455,Caucasian,Female,32,0,0,4,336,1,2,No recid.,No recid.
5456,Black,Male,37,0,0,20,129,1,9,Did recid.,Did recid.
5458,Black,Male,24,0,0,1,49,1,3,Did recid.,No recid.
5459,Black,Male,48,0,0,0,169,0,1,No recid.,No recid.
5460,Black,Male,25,1,2,9,28,1,9,Did recid.,Did recid.
5461,Black,Male,35,0,0,1,306,1,2,No recid.,No recid.
5463,Black,Male,21,0,0,1,39,1,4,Did recid.,No recid.
5465,Black,Female,21,0,0,0,190,1,10,Did recid.,Did recid.
5472,Caucasian,Female,27,0,0,0,190,1,2,Did recid.,No recid.
5473,Black,Male,22,0,0,0,35,1,2,No recid.,No recid.
5474,Black,Male,28,0,0,4,246,1,5,No recid.,Did recid.
5475,Black,Male,26,0,0,0,239,0,2,No recid.,No recid.
5476,Other,Male,23,0,0,0,169,0,2,Did recid.,No recid.
5477,Caucasian,Male,34,0,0,0,319,1,2,No recid.,No recid.
5479,Black,Male,22,0,0,3,5,1,9,No recid.,Did recid.
5482,Other,Male,30,0,0,5,159,1,5,Did recid.,Did recid.
5483,Caucasian,Male,44,0,0,5,28,1,2,No recid.,No recid.
5484,Caucasian,Male,57,0,0,1,16,1,2,No recid.,No recid.
5485,Black,Male,22,0,0,0,92,1,8,Did recid.,Did recid.
5487,Black,Male,34,0,0,0,303,1,3,No recid.,No recid.
5489,Black,Male,24,0,0,7,21,1,8,Did recid.,Did recid.
5491,Caucasian,Male,20,0,0,0,306,1,4,No recid.,No recid.
5492,Caucasian,Male,35,0,0,2,311,1,9,No recid.,Did recid.
5494,Hispanic,Male,53,0,0,1,242,0,1,Did recid.,No recid.
5495,Black,Male,60,0,0,13,311,1,3,No recid.,No recid.
5496,Black,Female,22,0,0,2,6,1,5,No recid.,Did recid.
5497,Hispanic,Male,43,0,0,0,45,0,1,No recid.,No recid.
5500,Caucasian,Male,72,0,0,7,344,1,4,No recid.,No recid.
5501,Black,Male,33,0,0,3,306,1,5,Did recid.,Did recid.
5502,Black,Male,24,0,0,1,64,1,4,Did recid.,No recid.
5505,Black,Male,60,0,0,0,34,1,1,No recid.,No recid.
5506,Caucasian,Male,24,0,0,3,21,1,5,Did recid.,Did recid.
5507,Other,Male,43,0,0,2,127,0,2,No recid.,No recid.
5508,Black,Male,30,0,0,1,45,0,4,No recid.,No recid.
5511,Caucasian,Female,43,0,0,0,45,0,6,No recid.,Did recid.
5512,Hispanic,Male,48,0,0,1,45,0,1,No recid.,No recid.
5514,Other,Male,54,0,0,0,45,0,1,No recid.,No recid.
5515,Black,Male,45,0,0,1,45,0,1,No recid.,No recid.
5517,Other,Male,36,0,0,0,129,1,4,No recid.,No recid.
5518,Caucasian,Male,31,0,0,1,128,0,1,No recid.,No recid.
5519,Black,Male,40,0,0,0,45,0,1,No recid.,No recid.
5520,Caucasian,Male,50,0,0,1,28,1,1,No recid.,No recid.
5522,Other,Female,26,0,0,1,28,0,6,No recid.,Did recid.
5524,Black,Male,41,0,0,7,28,1,4,No recid.,No recid.
5525,Caucasian,Male,34,0,0,5,280,1,6,Did recid.,Did recid.
5528,Caucasian,Female,28,0,0,0,306,1,6,No recid.,Did recid.
5530,Black,Male,30,0,0,1,225,1,1,No recid.,No recid.
5531,Caucasian,Male,23,0,0,2,229,1,9,Did recid.,Did recid.
5532,Hispanic,Female,37,0,0,0,45,0,1,Did recid.,No recid.
5534,Hispanic,Male,35,0,0,5,333,0,2,No recid.,No recid.
5535,Caucasian,Male,21,0,0,1,58,1,6,Did recid.,Did recid.
5536,Black,Male,45,0,0,1,28,1,9,No recid.,Did recid.
5537,Black,Female,22,0,1,2,45,0,8,Did recid.,Did recid.
5539,Black,Male,29,0,0,6,306,1,8,Did recid.,Did recid.
5542,Black,Female,30,0,0,0,45,0,2,No recid.,No recid.
5543,Caucasian,Male,45,0,0,3,45,0,3,Did recid.,No recid.
5544,Black,Female,24,0,0,2,181,1,4,No recid.,No recid.
5545,Caucasian,Male,31,0,0,4,170,1,8,Did recid.,Did recid.
5546,Caucasian,Male,56,0,0,0,45,0,1,No recid.,No recid.
5548,Hispanic,Female,44,0,0,4,49,1,3,Did recid.,No recid.
5550,Black,Male,24,0,4,14,186,1,10,Did recid.,Did recid.
5551,Black,Male,38,0,0,11,167,1,6,No recid.,Did recid.
5552,Black,Male,51,0,0,22,28,1,9,Did recid.,Did recid.
5553,Caucasian,Male,22,0,0,0,6,1,3,No recid.,No recid.
5554,Black,Male,28,0,0,5,28,0,8,No recid.,Did recid.
5556,Black,Male,47,0,0,19,306,1,8,Did recid.,Did recid.
5557,Black,Male,51,0,0,0,423,0,4,Did recid.,No recid.
5558,Caucasian,Male,25,0,0,1,45,0,3,No recid.,No recid.
5560,Hispanic,Male,53,0,0,1,129,1,1,No recid.,No recid.
5561,Black,Male,30,0,0,0,190,1,1,No recid.,No recid.
5563,Caucasian,Male,33,0,0,0,306,1,6,Did recid.,Did recid.
5564,Black,Male,35,0,0,5,13,1,4,Did recid.,No recid.
5567,Black,Female,33,0,0,0,229,1,2,No recid.,No recid.
5568,Black,Male,65,0,0,11,306,1,10,No recid.,Did recid.
5569,Other,Male,59,0,0,1,45,0,1,No recid.,No recid.
5572,Black,Female,37,0,0,4,28,0,5,No recid.,Did recid.
5573,Caucasian,Female,33,0,0,1,28,1,7,No recid.,Did recid.
5574,Black,Male,27,0,0,2,28,1,7,Did recid.,Did recid.
5575,Black,Female,29,0,0,9,250,1,7,Did recid.,Did recid.
5576,Native American,Male,26,0,0,11,306,1,8,Did recid.,Did recid.
5578,Black,Male,24,0,0,3,15,1,10,Did recid.,Did recid.
5579,Black,Male,43,0,0,5,275,1,9,No recid.,Did recid.
5583,Black,Male,37,0,0,11,45,0,7,Did recid.,Did recid.
5584,Black,Male,53,0,0,13,260,1,7,No recid.,Did recid.
5585,Black,Male,43,0,0,4,28,1,1,No recid.,No recid.
5586,Black,Male,26,0,0,4,280,1,8,Did recid.,Did recid.
5590,Caucasian,Female,30,0,0,1,243,0,3,No recid.,No recid.
5591,Black,Male,27,0,0,6,146,1,7,Did recid.,Did recid.
5592,Caucasian,Male,39,0,0,9,306,1,5,Did recid.,Did recid.
5593,Caucasian,Male,37,0,0,4,21,0,4,Did recid.,No recid.
5594,Caucasian,Male,22,0,0,3,45,0,10,Did recid.,Did recid.
5596,Caucasian,Male,25,0,0,0,311,1,6,No recid.,Did recid.
5598,Hispanic,Male,26,0,0,1,28,1,5,No recid.,Did recid.
5599,Caucasian,Female,28,0,0,0,125,0,6,No recid.,Did recid.
5600,Black,Male,25,0,0,0,45,0,5,Did recid.,Did recid.
5601,Caucasian,Male,58,0,0,1,28,1,1,No recid.,No recid.
5603,Caucasian,Female,29,0,0,1,128,0,5,Did recid.,Did recid.
5604,Black,Male,33,0,0,8,15,1,5,No recid.,Did recid.
5605,Black,Male,38,0,0,0,28,1,1,No recid.,No recid.
5607,Caucasian,Male,38,0,0,2,311,1,3,No recid.,No recid.
5609,Black,Male,59,0,0,22,175,1,6,Did recid.,Did recid.
5611,Other,Male,29,0,0,4,45,0,5,Did recid.,Did recid.
5612,Black,Male,57,0,0,9,186,1,5,No recid.,Did recid.
5613,Caucasian,Male,53,0,0,0,45,0,2,Did recid.,No recid.
5614,Black,Male,33,0,0,2,10,1,8,Did recid.,Did recid.
5617,Caucasian,Male,58,0,0,1,45,0,1,No recid.,No recid.
5618,Caucasian,Male,51,0,0,1,45,0,1,No recid.,No recid.
5620,Black,Male,25,0,0,11,179,1,9,Did recid.,Did recid.
5621,Caucasian,Male,53,0,0,2,150,1,4,No recid.,No recid.
5623,Caucasian,Male,32,0,0,0,242,0,6,Did recid.,Did recid.
5627,Black,Male,35,0,0,6,418,1,8,Did recid.,Did recid.
5628,Caucasian,Male,39,0,0,1,28,1,1,No recid.,No recid.
5631,Hispanic,Male,36,0,0,1,145,0,9,No recid.,Did recid.
5632,Caucasian,Female,42,0,0,5,28,0,4,Did recid.,No recid.
5633,Black,Male,37,0,0,0,402,0,2,No recid.,No recid.
5634,Caucasian,Male,39,0,0,0,179,1,1,No recid.,No recid.
5635,Caucasian,Female,52,0,0,3,128,0,1,No recid.,No recid.
5637,Other,Male,60,0,0,1,45,0,1,No recid.,No recid.
5638,Hispanic,Male,37,0,0,2,21,0,1,No recid.,No recid.
5639,Caucasian,Male,42,0,0,4,58,1,1,Did recid.,No recid.
5644,Hispanic,Male,44,0,0,0,28,0,1,Did recid.,No recid.
5646,Black,Male,23,0,0,6,306,1,6,Did recid.,Did recid.
5647,Black,Female,42,0,0,0,133,0,1,Did recid.,No recid.
5649,Caucasian,Female,28,0,0,2,28,1,3,No recid.,No recid.
5650,Black,Male,28,0,0,5,306,1,4,No recid.,No recid.
5651,Caucasian,Male,38,0,0,12,192,1,5,No recid.,Did recid.
5652,Black,Female,43,0,0,2,190,1,2,Did recid.,No recid.
5654,Black,Male,42,0,0,0,169,1,5,No recid.,Did recid.
5655,Caucasian,Female,25,0,0,0,45,0,3,No recid.,No recid.
5657,Black,Male,32,0,0,7,186,1,9,Did recid.,Did recid.
5658,Black,Male,21,0,0,0,336,1,6,Did recid.,Did recid.
5659,Caucasian,Female,35,0,0,1,45,0,5,No recid.,Did recid.
5660,Caucasian,Male,37,0,0,0,58,1,5,No recid.,Did recid.
5664,Black,Female,33,0,0,2,156,1,2,No recid.,No recid.
5665,Caucasian,Female,51,0,0,4,28,1,3,No recid.,No recid.
5666,Caucasian,Male,39,0,0,3,313,1,4,No recid.,No recid.
5667,Hispanic,Male,35,0,0,5,425,0,6,Did recid.,Did recid.
5668,Black,Male,40,0,0,3,169,1,7,No recid.,Did recid.
5669,Black,Male,32,0,0,17,306,1,8,Did recid.,Did recid.
5670,Caucasian,Male,18,5,0,4,58,1,8,Did recid.,Did recid.
5671,Caucasian,Male,32,0,0,3,280,1,6,Did recid.,Did recid.
5672,Other,Male,37,0,0,0,45,0,1,No recid.,No recid.
5673,Black,Male,32,0,0,10,172,1,6,Did recid.,Did recid.
5675,Caucasian,Male,47,0,0,5,423,0,3,Did recid.,No recid.
5676,Caucasian,Female,23,0,0,0,261,0,7,No recid.,Did recid.
5677,Caucasian,Male,63,0,0,10,85,1,4,Did recid.,No recid.
5678,Black,Male,38,0,1,16,260,1,9,Did recid.,Did recid.
5680,Black,Male,32,0,0,6,45,0,5,Did recid.,Did recid.
5681,Black,Male,31,0,0,4,379,1,8,Did recid.,Did recid.
5684,Black,Male,23,0,0,0,108,1,3,No recid.,No recid.
5685,Hispanic,Male,38,0,0,1,239,0,5,No recid.,Did recid.
5686,Caucasian,Female,47,0,0,0,45,0,1,No recid.,No recid.
5687,Caucasian,Male,33,0,0,1,28,1,8,Did recid.,Did recid.
5689,Caucasian,Male,22,0,0,1,186,1,4,No recid.,No recid.
5691,Caucasian,Male,26,0,0,1,423,0,3,No recid.,No recid.
5692,Caucasian,Male,40,0,0,0,45,0,1,Did recid.,No recid.
5693,Black,Male,36,10,0,14,58,1,7,Did recid.,Did recid.
5695,Caucasian,Female,65,0,0,0,134,0,1,No recid.,No recid.
5696,Caucasian,Male,44,0,0,4,45,0,5,Did recid.,Did recid.
5697,Black,Female,22,0,0,0,45,0,3,No recid.,No recid.
5698,Hispanic,Male,34,0,0,0,133,0,1,No recid.,No recid.
5699,Hispanic,Female,38,0,0,0,172,1,1,No recid.,No recid.
5700,Caucasian,Female,26,0,0,4,297,1,3,Did recid.,No recid.
5701,Hispanic,Male,20,0,0,0,45,0,4,Did recid.,No recid.
5703,Hispanic,Male,49,0,0,0,336,1,1,No recid.,No recid.
5707,Black,Male,56,0,0,7,186,1,4,No recid.,No recid.
5711,Caucasian,Male,52,0,0,2,190,1,9,Did recid.,Did recid.
5713,Other,Male,25,0,0,2,45,0,2,Did recid.,No recid.
5716,Black,Male,34,0,0,5,5,1,1,No recid.,No recid.
5717,Black,Male,33,0,0,1,45,0,1,Did recid.,No recid.
5719,Black,Male,21,0,1,1,71,1,7,No recid.,Did recid.
5722,Black,Male,46,0,0,9,246,1,4,No recid.,No recid.
5723,Black,Male,22,0,0,2,45,0,6,Did recid.,Did recid.
5724,Caucasian,Male,57,0,0,1,134,0,4,No recid.,No recid.
5725,Black,Male,22,0,0,2,306,1,3,Did recid.,No recid.
5726,Caucasian,Female,48,0,0,1,128,0,1,Did recid.,No recid.
5727,Black,Male,40,0,0,21,168,1,5,No recid.,Did recid.
5728,Black,Female,30,0,0,1,28,1,2,No recid.,No recid.
5729,Caucasian,Male,21,0,1,4,45,0,7,Did recid.,Did recid.
5730,Black,Female,39,0,2,22,306,1,10,Did recid.,Did recid.
5731,Caucasian,Male,27,0,0,13,28,1,6,Did recid.,Did recid.
5732,Caucasian,Female,33,0,0,0,283,0,6,Did recid.,Did recid.
5733,Black,Male,24,0,0,0,15,1,3,No recid.,No recid.
5735,Black,Male,43,0,0,0,83,1,1,Did recid.,No recid.
5736,Caucasian,Female,45,0,0,0,45,0,1,No recid.,No recid.
5738,Black,Male,51,0,0,3,137,1,3,No recid.,No recid.
5739,Black,Female,35,0,0,2,268,1,2,Did recid.,No recid.
5740,Black,Male,31,0,0,9,45,0,7,Did recid.,Did recid.
5741,Caucasian,Male,27,0,0,0,45,0,2,No recid.,No recid.
5742,Black,Male,32,0,0,1,28,1,2,No recid.,No recid.
5743,Caucasian,Male,49,0,0,0,134,0,1,No recid.,No recid.
5745,Black,Male,29,0,0,2,190,1,3,No recid.,No recid.
5748,Black,Male,23,0,1,2,21,1,6,Did recid.,Did recid.
5749,Asian,Male,30,0,0,6,45,0,3,No recid.,No recid.
5750,Black,Male,55,0,0,12,306,1,6,Did recid.,Did recid.
5753,Caucasian,Male,30,0,0,0,134,0,4,No recid.,No recid.
5754,Black,Male,34,0,0,13,297,1,4,Did recid.,No recid.
5755,Caucasian,Male,56,0,0,2,371,1,1,No recid.,No recid.
5756,Black,Male,33,0,0,4,172,1,6,No recid.,Did recid.
5757,Black,Male,28,0,0,1,45,0,2,No recid.,No recid.
5759,Black,Male,29,0,0,1,371,1,8,No recid.,Did recid.
5760,Caucasian,Male,38,0,0,0,132,0,1,No recid.,No recid.
5761,Caucasian,Male,37,0,0,0,169,1,3,No recid.,No recid.
5762,Caucasian,Female,33,0,0,0,134,0,1,Did recid.,No recid.
5763,Hispanic,Male,30,0,0,0,6,1,2,No recid.,No recid.
5765,Black,Male,51,1,0,19,175,1,9,No recid.,Did recid.
5768,Black,Male,65,0,0,7,283,0,5,No recid.,Did recid.
5769,Black,Female,32,0,0,1,45,0,1,No recid.,No recid.
5772,Caucasian,Male,38,0,0,5,190,1,7,Did recid.,Did recid.
5773,Black,Male,35,0,0,1,253,1,4,No recid.,No recid.
5774,Caucasian,Male,57,0,0,1,10,1,1,No recid.,No recid.
5776,Caucasian,Male,26,0,0,1,28,1,3,No recid.,No recid.
5778,Hispanic,Female,23,0,3,7,45,0,8,Did recid.,Did recid.
5779,Black,Female,36,2,0,4,45,0,6,Did recid.,Did recid.
5782,Hispanic,Female,33,0,0,2,249,1,4,Did recid.,No recid.
5784,Caucasian,Male,35,0,0,3,306,1,5,Did recid.,Did recid.
5785,Black,Male,33,0,0,0,186,1,1,No recid.,No recid.
5787,Caucasian,Male,47,0,0,0,45,0,1,No recid.,No recid.
5789,Hispanic,Female,53,0,0,0,45,0,1,No recid.,No recid.
5790,Other,Male,31,0,0,6,246,1,5,No recid.,Did recid.
5792,Caucasian,Male,35,0,0,1,31,0,4,Did recid.,No recid.
5793,Black,Female,36,0,0,1,306,1,3,Did recid.,No recid.
5795,Caucasian,Female,25,0,0,0,45,0,3,No recid.,No recid.
5797,Hispanic,Male,52,0,0,10,170,1,6,No recid.,Did recid.
5799,Hispanic,Male,23,0,0,3,45,0,7,Did recid.,Did recid.
5800,Black,Male,34,0,0,7,242,0,3,No recid.,No recid.
5801,Caucasian,Male,51,0,0,6,306,1,3,Did recid.,No recid.
5804,Black,Male,24,0,0,8,186,1,8,Did recid.,Did recid.
5806,Caucasian,Male,32,0,0,0,292,1,2,Did recid.,No recid.
5808,Black,Male,43,0,0,8,175,1,7,Did recid.,Did recid.
5809,Black,Male,45,1,0,20,28,0,7,No recid.,Did recid.
5810,Black,Male,42,0,0,10,127,0,5,Did recid.,Did recid.
5811,Black,Male,22,0,0,1,190,1,7,Did recid.,Did recid.
5812,Black,Male,49,0,0,4,306,1,4,No recid.,No recid.
5813,Black,Male,42,0,0,0,311,1,1,Did recid.,No recid.
5814,Caucasian,Male,40,0,0,0,242,0,8,Did recid.,Did recid.
5816,Black,Male,25,0,1,2,15,1,7,Did recid.,Did recid.
5817,Caucasian,Male,25,0,0,0,423,0,5,Did recid.,Did recid.
5818,Black,Male,23,0,0,0,169,1,5,No recid.,Did recid.
5820,Caucasian,Male,21,0,0,2,172,1,7,Did recid.,Did recid.
5821,Caucasian,Male,31,0,0,3,45,0,5,No recid.,Did recid.
5824,Black,Female,28,0,0,0,45,0,2,No recid.,No recid.
5825,Black,Male,24,0,0,11,190,1,9,Did recid.,Did recid.
5826,Caucasian,Male,45,0,0,0,35,1,1,No recid.,No recid.
5827,Black,Male,23,0,0,2,45,0,4,Did recid.,No recid.
5828,Black,Male,39,0,0,7,21,1,8,Did recid.,Did recid.
5830,Caucasian,Male,25,0,0,2,55,1,4,No recid.,No recid.
5831,Black,Male,24,0,1,1,190,1,2,No recid.,No recid.
5832,Caucasian,Male,46,0,0,1,28,1,1,No recid.,No recid.
5833,Caucasian,Male,47,0,0,3,336,1,1,No recid.,No recid.
5835,Caucasian,Male,54,0,0,2,206,0,4,Did recid.,No recid.
5836,Black,Male,22,0,0,1,283,0,4,Did recid.,No recid.
5837,Caucasian,Female,34,0,0,0,45,0,2,No recid.,No recid.
5838,Caucasian,Male,33,0,0,0,128,0,1,Did recid.,No recid.
5841,Caucasian,Male,27,0,0,1,255,0,6,No recid.,Did recid.
5842,Black,Male,29,0,0,16,179,1,10,Did recid.,Did recid.
5846,Hispanic,Male,34,0,0,3,45,0,2,No recid.,No recid.
5847,Black,Male,32,0,0,1,129,1,5,No recid.,Did recid.
5849,Black,Male,29,0,0,0,45,0,6,No recid.,Did recid.
5850,Caucasian,Female,25,0,0,2,408,0,3,Did recid.,No recid.
5851,Caucasian,Male,34,0,0,16,169,1,6,Did recid.,Did recid.
5852,Black,Female,55,0,0,1,246,1,1,No recid.,No recid.
5853,Black,Male,27,0,0,0,21,1,4,Did recid.,No recid.
5854,Black,Male,26,0,0,0,28,0,3,No recid.,No recid.
5856,Black,Male,39,2,2,19,129,1,9,Did recid.,Did recid.
5857,Black,Male,24,0,0,1,307,1,7,No recid.,Did recid.
5858,Caucasian,Male,29,0,0,0,45,0,2,No recid.,No recid.
5861,Caucasian,Female,31,0,0,3,306,1,7,Did recid.,Did recid.
5863,Black,Male,50,0,0,13,190,1,1,Did recid.,No recid.
5864,Hispanic,Male,25,0,0,2,190,1,5,Did recid.,Did recid.
5865,Black,Male,31,0,0,4,28,1,5,Did recid.,Did recid.
5867,Other,Male,31,0,0,0,45,0,2,No recid.,No recid.
5869,Caucasian,Male,26,1,0,2,303,1,6,No recid.,Did recid.
5871,Caucasian,Male,54,0,0,2,28,1,2,No recid.,No recid.
5873,Black,Male,33,0,0,14,306,1,8,Did recid.,Did recid.
5875,Black,Male,22,0,0,0,45,0,4,Did recid.,No recid.
5877,Black,Male,35,0,1,8,129,1,9,No recid.,Did recid.
5878,Other,Female,30,0,0,4,28,1,7,Did recid.,Did recid.
5880,Black,Male,25,0,0,0,172,1,2,No recid.,No recid.
5881,Black,Male,25,0,0,0,103,1,5,No recid.,Did recid.
5882,Black,Male,44,0,0,0,317,1,2,Did recid.,No recid.
5883,Caucasian,Female,29,0,0,2,418,1,7,Did recid.,Did recid.
5885,Caucasian,Male,46,0,0,2,28,1,3,Did recid.,No recid.
5886,Caucasian,Male,53,0,0,0,45,0,1,No recid.,No recid.
5887,Black,Male,24,0,0,2,129,1,7,Did recid.,Did recid.
5889,Black,Female,52,0,0,2,306,1,1,Did recid.,No recid.
5890,Black,Male,27,0,0,0,45,0,2,Did recid.,No recid.
5891,Caucasian,Male,41,0,0,0,169,1,1,No recid.,No recid.
5892,Black,Female,21,0,0,0,190,1,5,Did recid.,Did recid.
5895,Caucasian,Male,24,0,0,1,298,1,4,No recid.,No recid.
5896,Caucasian,Male,38,0,0,8,129,1,2,No recid.,No recid.
5898,Caucasian,Male,23,0,0,0,45,0,2,No recid.,No recid.
5899,Black,Male,42,0,0,0,129,1,1,No recid.,No recid.
5900,Caucasian,Male,32,0,0,4,190,1,5,No recid.,Did recid.
5901,Hispanic,Male,24,0,0,3,45,0,7,Did recid.,Did recid.
5902,Black,Male,24,5,0,5,58,1,8,Did recid.,Did recid.
5904,Black,Male,26,0,0,4,186,1,8,Did recid.,Did recid.
5905,Caucasian,Male,50,0,0,9,64,1,3,Did recid.,No recid.
5906,Black,Female,32,0,0,3,49,0,6,No recid.,Did recid.
5907,Black,Male,40,0,0,13,28,1,9,No recid.,Did recid.
5908,Caucasian,Male,25,0,0,1,121,0,2,Did recid.,No recid.
5912,Hispanic,Male,42,0,0,1,28,1,1,No recid.,No recid.
5914,Black,Male,27,0,0,2,205,1,3,No recid.,No recid.
5915,Caucasian,Male,23,0,0,0,297,1,9,Did recid.,Did recid.
5916,Black,Male,37,0,0,22,28,0,9,Did recid.,Did recid.
5917,Black,Male,32,0,0,1,132,0,4,Did recid.,No recid.
5918,Black,Male,38,0,0,2,28,0,7,Did recid.,Did recid.
5921,Caucasian,Male,52,0,0,4,426,0,3,Did recid.,No recid.
5923,Caucasian,Male,29,0,0,2,169,1,2,No recid.,No recid.
5924,Black,Male,28,0,0,7,337,0,3,Did recid.,No recid.
5926,Black,Male,49,0,0,0,264,0,1,No recid.,No recid.
5928,Caucasian,Male,50,0,0,0,211,1,1,No recid.,No recid.
5929,Caucasian,Male,26,0,0,2,5,1,2,Did recid.,No recid.
5930,Caucasian,Female,34,0,0,0,268,1,8,Did recid.,Did recid.
5931,Caucasian,Female,28,0,0,1,28,1,7,No recid.,Did recid.
5932,Caucasian,Male,36,0,0,4,183,1,8,Did recid.,Did recid.
5933,Black,Male,45,0,0,1,15,1,2,Did recid.,No recid.
5934,Black,Male,30,0,0,0,172,1,3,Did recid.,No recid.
5935,Black,Male,24,0,0,3,58,1,4,Did recid.,No recid.
5937,Black,Male,25,0,0,0,45,0,2,Did recid.,No recid.
5938,Black,Male,25,0,0,4,45,0,3,Did recid.,No recid.
5939,Caucasian,Male,45,0,0,2,306,1,1,No recid.,No recid.
5942,Caucasian,Male,26,0,0,1,268,1,7,Did recid.,Did recid.
5943,Other,Male,37,0,0,2,214,1,1,No recid.,No recid.
5946,Hispanic,Male,24,0,0,0,45,0,2,No recid.,No recid.
5947,Caucasian,Male,40,0,0,2,28,0,1,No recid.,No recid.
5948,Caucasian,Male,60,0,0,1,128,0,1,No recid.,No recid.
5951,Hispanic,Female,33,0,0,0,6,1,2,No recid.,No recid.
5952,Black,Male,31,0,0,6,28,1,9,No recid.,Did recid.
5953,Hispanic,Male,53,0,0,18,28,1,2,No recid.,No recid.
5954,Hispanic,Male,55,0,0,0,423,0,1,No recid.,No recid.
5955,Caucasian,Male,36,0,0,4,128,0,6,No recid.,Did recid.
5957,Other,Male,30,0,0,6,15,1,9,Did recid.,Did recid.
5958,Black,Male,21,0,0,1,28,1,7,Did recid.,Did recid.
5960,Caucasian,Male,55,0,0,0,45,0,1,No recid.,No recid.
5963,Caucasian,Male,22,0,0,1,28,1,3,Did recid.,No recid.
5964,Black,Female,23,0,0,1,28,1,3,No recid.,No recid.
5965,Caucasian,Female,24,0,0,7,28,0,8,Did recid.,Did recid.
5967,Black,Female,40,0,0,13,306,1,10,Did recid.,Did recid.
5968,Caucasian,Male,57,0,0,9,306,1,4,Did recid.,No recid.
5969,Caucasian,Male,33,0,0,0,70,0,3,Did recid.,No recid.
5970,Caucasian,Male,32,0,0,2,15,1,1,No recid.,No recid.
5971,Caucasian,Male,47,0,0,3,28,1,2,No recid.,No recid.
5973,Caucasian,Male,51,0,0,6,423,0,1,Did recid.,No recid.
5974,Black,Male,22,0,1,1,61,1,6,No recid.,Did recid.
5975,Caucasian,Male,47,0,0,2,100,1,1,No recid.,No recid.
5976,Caucasian,Male,28,0,0,1,306,1,1,Did recid.,No recid.
5977,Black,Male,21,0,0,1,58,1,10,Did recid.,Did recid.
5978,Black,Male,28,0,0,5,190,1,8,No recid.,Did recid.
5981,Caucasian,Female,44,0,0,1,45,0,1,Did recid.,No recid.
